id,taxon,kingdom,phylum,enzyme,trait,trait_unit_SI,temperature,trait_value,citation
LIN001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipN,relative activity,percent,45,99.1,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:4
LIN001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipN,relative activity,percent,55,64.3,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:5
LIN001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipN,relative activity,percent,65,10.53,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:6
LIN001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,LipN,relative activity,percent,75,9.7,Jadeja et al. 2015. Characterization of LipN (Rv2970c) ofMycobacterium Tuberculosis H37Rv and its Probable Role in Xenobiotic Degradation. Journal of Cellular Biochemistry. 117:7
IPD001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,MEP cytidyltransferase,relative activity,percent,30,100,Shi et al. 2007. Biosynthesis of Isoprenoids: Characterization of a Functionally Active Recombinant 2-C-methyl-D-erythritol 4-phosphate Cytidyltransferase (IspD) from Mycobacterium tuberculosis H37Rv. BMB Reports. 40:6
IPD001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,MEP cytidyltransferase,relative activity,percent,40,97.76,Shi et al. 2007. Biosynthesis of Isoprenoids: Characterization of a Functionally Active Recombinant 2-C-methyl-D-erythritol 4-phosphate Cytidyltransferase (IspD) from Mycobacterium tuberculosis H37Rv. BMB Reports. 40:7
IPD001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,MEP cytidyltransferase,relative activity,percent,50,56.58,Shi et al. 2007. Biosynthesis of Isoprenoids: Characterization of a Functionally Active Recombinant 2-C-methyl-D-erythritol 4-phosphate Cytidyltransferase (IspD) from Mycobacterium tuberculosis H37Rv. BMB Reports. 40:8
IPD001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,MEP cytidyltransferase,relative activity,percent,60,31.97,Shi et al. 2007. Biosynthesis of Isoprenoids: Characterization of a Functionally Active Recombinant 2-C-methyl-D-erythritol 4-phosphate Cytidyltransferase (IspD) from Mycobacterium tuberculosis H37Rv. BMB Reports. 40:9
IPD001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,MEP cytidyltransferase,relative activity,percent,70,10.26,Shi et al. 2007. Biosynthesis of Isoprenoids: Characterization of a Functionally Active Recombinant 2-C-methyl-D-erythritol 4-phosphate Cytidyltransferase (IspD) from Mycobacterium tuberculosis H37Rv. BMB Reports. 40:10
IPD001,Mycobacterium tuberculosis,Bacteria,Actinomycetota,MEP cytidyltransferase,relative activity,percent,80,3.55,Shi et al. 2007. Biosynthesis of Isoprenoids: Characterization of a Functionally Active Recombinant 2-C-methyl-D-erythritol 4-phosphate Cytidyltransferase (IspD) from Mycobacterium tuberculosis H37Rv. BMB Reports. 40:11
NAD002,Escherichia coli,Bacteria,Pseudomonadota,NAD kinase,relative activity,percent,37,47.04,Kawai et al. 2001. Molecular characterization of Escherichia coli NAD kinase. European Journal of Biochemistry. 268:15
NAD002,Escherichia coli,Bacteria,Pseudomonadota,NAD kinase,relative activity,percent,50,77.32,Kawai et al. 2001. Molecular characterization of Escherichia coli NAD kinase. European Journal of Biochemistry. 268:15
NAD002,Escherichia coli,Bacteria,Pseudomonadota,NAD kinase,relative activity,percent,55,94.59,Kawai et al. 2001. Molecular characterization of Escherichia coli NAD kinase. European Journal of Biochemistry. 268:15
NAD002,Escherichia coli,Bacteria,Pseudomonadota,NAD kinase,relative activity,percent,59,99.1,Kawai et al. 2001. Molecular characterization of Escherichia coli NAD kinase. European Journal of Biochemistry. 268:15
NAD002,Escherichia coli,Bacteria,Pseudomonadota,NAD kinase,relative activity,percent,64,74.36,Kawai et al. 2001. Molecular characterization of Escherichia coli NAD kinase. European Journal of Biochemistry. 268:15
NAD002,Escherichia coli,Bacteria,Pseudomonadota,NAD kinase,relative activity,percent,69,49.48,Kawai et al. 2001. Molecular characterization of Escherichia coli NAD kinase. European Journal of Biochemistry. 268:15
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,25,22.2,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,28,32.44,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,31,43.05,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,34,60.36,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,37,71.33,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,40,81.45,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,43,87.07,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,46,100.11,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,49,94.04,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,52,85.53,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
MAE001,Escherichia coli,Bacteria,Pseudomonadota,NADP-dependent malic,relative activity,percent,55,79.58,Wang et al. 2011. Biochemical properties and physiological roles of NADP-dependent malic enzyme in Escherichia coli. The Journal of Microbiology. 49:5
GAP001,Escherichia coli,Bacteria,Pseudomonadota,glyceraldehyde-3-phosphate de­hydrogenase type 1,relative activity,percent,30,13.37,Zhang et al. 2020. Characterization and structure of glyceraldehyde-3-phosphate dehydrogenase type 1 from Escherichia coli. Acta Crystallographica Section F Structural Biology Communications. 76:9
GAP001,Escherichia coli,Bacteria,Pseudomonadota,glyceraldehyde-3-phosphate de­hydrogenase type 1,relative activity,percent,35,17.95,Zhang et al. 2020. Characterization and structure of glyceraldehyde-3-phosphate dehydrogenase type 1 from Escherichia coli. Acta Crystallographica Section F Structural Biology Communications. 76:9
GAP001,Escherichia coli,Bacteria,Pseudomonadota,glyceraldehyde-3-phosphate de­hydrogenase type 1,relative activity,percent,40,18.31,Zhang et al. 2020. Characterization and structure of glyceraldehyde-3-phosphate dehydrogenase type 1 from Escherichia coli. Acta Crystallographica Section F Structural Biology Communications. 76:9
GAP001,Escherichia coli,Bacteria,Pseudomonadota,glyceraldehyde-3-phosphate de­hydrogenase type 1,relative activity,percent,45,78.07,Zhang et al. 2020. Characterization and structure of glyceraldehyde-3-phosphate dehydrogenase type 1 from Escherichia coli. Acta Crystallographica Section F Structural Biology Communications. 76:9
GAP001,Escherichia coli,Bacteria,Pseudomonadota,glyceraldehyde-3-phosphate de­hydrogenase type 1,relative activity,percent,50,85.18,Zhang et al. 2020. Characterization and structure of glyceraldehyde-3-phosphate dehydrogenase type 1 from Escherichia coli. Acta Crystallographica Section F Structural Biology Communications. 76:9
GAP001,Escherichia coli,Bacteria,Pseudomonadota,glyceraldehyde-3-phosphate de­hydrogenase type 1,relative activity,percent,55,100,Zhang et al. 2020. Characterization and structure of glyceraldehyde-3-phosphate dehydrogenase type 1 from Escherichia coli. Acta Crystallographica Section F Structural Biology Communications. 76:9
GAP001,Escherichia coli,Bacteria,Pseudomonadota,glyceraldehyde-3-phosphate de­hydrogenase type 1,relative activity,percent,60,50.12,Zhang et al. 2020. Characterization and structure of glyceraldehyde-3-phosphate dehydrogenase type 1 from Escherichia coli. Acta Crystallographica Section F Structural Biology Communications. 76:9
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,0,42.39,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,5,53.77,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,10,74.18,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,15,76.29,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,20,79.52,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,25,87.32,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,30,91.28,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,37,100.32,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,40,88.83,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,45,81.29,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,50,79.2,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,55,44.46,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,60,41.01,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,65,35.46,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,70,18.77,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
AZO001,Escherichia coli,Bacteria,Pseudomonadota,Azoreductase,relative activity,percent,75,0.36,Cui et al. 2012. Purification and characterization of an azoreductase from Escherichia coli CD-2 possessing quinone reductase activity. 47:3
ALP0001,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,30,17.27,Pilar et al. 2009. Alkaline Phosphatase−Polyresorcinol Complex: Characterization and Application to Seed Coating. Journal of Agricultural and Food Chemistry. 57:5
ALP0001,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,40,23.54,Pilar et al. 2009. Alkaline Phosphatase−Polyresorcinol Complex: Characterization and Application to Seed Coating. Journal of Agricultural and Food Chemistry. 57:5
ALP0001,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,50,27.93,Pilar et al. 2009. Alkaline Phosphatase−Polyresorcinol Complex: Characterization and Application to Seed Coating. Journal of Agricultural and Food Chemistry. 57:5
ALP0001,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,60,41.82,Pilar et al. 2009. Alkaline Phosphatase−Polyresorcinol Complex: Characterization and Application to Seed Coating. Journal of Agricultural and Food Chemistry. 57:5
ALP0001,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,70,60,Pilar et al. 2009. Alkaline Phosphatase−Polyresorcinol Complex: Characterization and Application to Seed Coating. Journal of Agricultural and Food Chemistry. 57:5
ALP0001,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,80,66.58,Pilar et al. 2009. Alkaline Phosphatase−Polyresorcinol Complex: Characterization and Application to Seed Coating. Journal of Agricultural and Food Chemistry. 57:5
ALP0001,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,90,98.66,Pilar et al. 2009. Alkaline Phosphatase−Polyresorcinol Complex: Characterization and Application to Seed Coating. Journal of Agricultural and Food Chemistry. 57:5
ALP0001,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,100,52.37,Pilar et al. 2009. Alkaline Phosphatase−Polyresorcinol Complex: Characterization and Application to Seed Coating. Journal of Agricultural and Food Chemistry. 57:5
ALP0001,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,110,29.18,Pilar et al. 2009. Alkaline Phosphatase−Polyresorcinol Complex: Characterization and Application to Seed Coating. Journal of Agricultural and Food Chemistry. 57:5
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,0,6.68,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,10,13.01,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,20,32.71,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,30,63.01,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,40,74.14,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,50,85.79,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,55,82.02,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,60,100,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,65,97.43,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,70,99.14,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,80,82.71,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,85,34.93,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,90,10.79,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
ALP002,Escherichia coli,Bacteria,Pseudomonadota,Alkaline phosphatase,relative activity,percent,100,10.45,Angkawidjaja et al. 2006. Extracellular secretion of Escherichia coli alkaline phosphatase with a C-terminal tag by type I secretion system: purification and biochemical characterization. Protein Engineering Design and Selection. 19:7
GUS001,Escherichia coli,Bacteria,Pseudomonadota,Beta-glucuronidase,relative activity,percent,30,100,Zhang et al. 2009. Enzymatic conversion of Baicalin into Baicalein by beta-glucuronidase encapsulated in biomimetic core-shell structured hybrid capsules. 57:1
GUS001,Escherichia coli,Bacteria,Pseudomonadota,Beta-glucuronidase,relative activity,percent,40,96.85,Zhang et al. 2009. Enzymatic conversion of Baicalin into Baicalein by beta-glucuronidase encapsulated in biomimetic core-shell structured hybrid capsules. 57:1
GUS001,Escherichia coli,Bacteria,Pseudomonadota,Beta-glucuronidase,relative activity,percent,50,57.27,Zhang et al. 2009. Enzymatic conversion of Baicalin into Baicalein by beta-glucuronidase encapsulated in biomimetic core-shell structured hybrid capsules. 57:1
GUS001,Escherichia coli,Bacteria,Pseudomonadota,Beta-glucuronidase,relative activity,percent,60,2.49,Zhang et al. 2009. Enzymatic conversion of Baicalin into Baicalein by beta-glucuronidase encapsulated in biomimetic core-shell structured hybrid capsules. 57:1
GUS001,Escherichia coli,Bacteria,Pseudomonadota,Beta-glucuronidase,relative activity,percent,70,0.13,Zhang et al. 2009. Enzymatic conversion of Baicalin into Baicalein by beta-glucuronidase encapsulated in biomimetic core-shell structured hybrid capsules. 57:1
PHY001,Escherichia coli,Bacteria,Pseudomonadota,Phytase,specific activity,percent,10,64.43,Fakhravar et al. 2018. Rational design-based engineering of a thermostable phytase by site-directed mutagenesis. Molecular Biology Reports. 45:6
PHY001,Escherichia coli,Bacteria,Pseudomonadota,Phytase,specific activity,percent,20,78.09,Fakhravar et al. 2018. Rational design-based engineering of a thermostable phytase by site-directed mutagenesis. Molecular Biology Reports. 45:6
PHY001,Escherichia coli,Bacteria,Pseudomonadota,Phytase,specific activity,percent,30,126.29,Fakhravar et al. 2018. Rational design-based engineering of a thermostable phytase by site-directed mutagenesis. Molecular Biology Reports. 45:6
PHY001,Escherichia coli,Bacteria,Pseudomonadota,Phytase,specific activity,percent,40,162.89,Fakhravar et al. 2018. Rational design-based engineering of a thermostable phytase by site-directed mutagenesis. Molecular Biology Reports. 45:6
PHY001,Escherichia coli,Bacteria,Pseudomonadota,Phytase,specific activity,percent,50,187.89,Fakhravar et al. 2018. Rational design-based engineering of a thermostable phytase by site-directed mutagenesis. Molecular Biology Reports. 45:6
PHY001,Escherichia coli,Bacteria,Pseudomonadota,Phytase,specific activity,percent,60,177.84,Fakhravar et al. 2018. Rational design-based engineering of a thermostable phytase by site-directed mutagenesis. Molecular Biology Reports. 45:6
PHY001,Escherichia coli,Bacteria,Pseudomonadota,Phytase,specific activity,percent,70,156.96,Fakhravar et al. 2018. Rational design-based engineering of a thermostable phytase by site-directed mutagenesis. Molecular Biology Reports. 45:6
PHY001,Escherichia coli,Bacteria,Pseudomonadota,Phytase,specific activity,percent,80,72.68,Fakhravar et al. 2018. Rational design-based engineering of a thermostable phytase by site-directed mutagenesis. Molecular Biology Reports. 45:6
RUB001,Escherichia coli,Bacteria,Pseudomonadota,gamma-lactamase,relative activity,percent,20,81,Wang et al. 2015 Immobilization on macroporous resin makes E. coli RutB a robust catalyst for production of Vince lactam. Appl Microbiol Biotechnol 99
RUB001,Escherichia coli,Bacteria,Pseudomonadota,gamma-lactamase,relative activity,percent,30,100.24,Wang et al. 2015 Immobilization on macroporous resin makes E. coli RutB a robust catalyst for production of Vince lactam. Appl Microbiol Biotechnol 99
RUB001,Escherichia coli,Bacteria,Pseudomonadota,gamma-lactamase,relative activity,percent,40,72.1,Wang et al. 2015 Immobilization on macroporous resin makes E. coli RutB a robust catalyst for production of Vince lactam. Appl Microbiol Biotechnol 99
RUB001,Escherichia coli,Bacteria,Pseudomonadota,gamma-lactamase,relative activity,percent,50,48.78,Wang et al. 2015 Immobilization on macroporous resin makes E. coli RutB a robust catalyst for production of Vince lactam. Appl Microbiol Biotechnol 99
RUB001,Escherichia coli,Bacteria,Pseudomonadota,gamma-lactamase,relative activity,percent,60,36.03,Wang et al. 2015 Immobilization on macroporous resin makes E. coli RutB a robust catalyst for production of Vince lactam. Appl Microbiol Biotechnol 99
RUB001,Escherichia coli,Bacteria,Pseudomonadota,gamma-lactamase,relative activity,percent,70,34.71,Wang et al. 2015 Immobilization on macroporous resin makes E. coli RutB a robust catalyst for production of Vince lactam. Appl Microbiol Biotechnol 99
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,4,12.57,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,10,17.52,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,15,22.12,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,20,29.91,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,25,43.36,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,30,74.87,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,35,104.96,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,40,149.2,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,45,171.5,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,50,227.79,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,55,269.91,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,60,298.23,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,65,276.64,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,70,248.67,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
GDH001,Escherichia coli,Bacteria,Pseudomonadota,NAD-dependent glycerol dehydrogenase,activity,percent,75,223.19,Piattoni et al. 2013. Production and characterization of Escherichia coli glycerol dehydrogenase as a tool for glycerol recycling. Process Biochemistry. 48:3
MAI001,Escherichia coli,Bacteria,Pseudomonadota,D-Mannose isomerase,relative activity,percent,25,27.61,Hu et al. 2016. Development of a recombinant d-mannose isomerase and its characterizations for d-mannose synthesis. 89
MAI001,Escherichia coli,Bacteria,Pseudomonadota,D-Mannose isomerase,relative activity,percent,30,41.91,Hu et al. 2016. Development of a recombinant d-mannose isomerase and its characterizations for d-mannose synthesis. 89
MAI001,Escherichia coli,Bacteria,Pseudomonadota,D-Mannose isomerase,relative activity,percent,35,66.16,Hu et al. 2016. Development of a recombinant d-mannose isomerase and its characterizations for d-mannose synthesis. 89
MAI001,Escherichia coli,Bacteria,Pseudomonadota,D-Mannose isomerase,relative activity,percent,40,79.64,Hu et al. 2016. Development of a recombinant d-mannose isomerase and its characterizations for d-mannose synthesis. 89
MAI001,Escherichia coli,Bacteria,Pseudomonadota,D-Mannose isomerase,relative activity,percent,45,99.93,Hu et al. 2016. Development of a recombinant d-mannose isomerase and its characterizations for d-mannose synthesis. 89
MAI001,Escherichia coli,Bacteria,Pseudomonadota,D-Mannose isomerase,relative activity,percent,50,26.27,Hu et al. 2016. Development of a recombinant d-mannose isomerase and its characterizations for d-mannose synthesis. 89
MAI001,Escherichia coli,Bacteria,Pseudomonadota,D-Mannose isomerase,relative activity,percent,55,22.02,Hu et al. 2016. Development of a recombinant d-mannose isomerase and its characterizations for d-mannose synthesis. 89
